city,state,city_geoid,LAT,LON,nearest_bg_geoid,walkability_index
Snelling town,SC,450119705003,3927775.9114525565,-9069758.629327705,,
Socastee CDP,SC,450510601021,3986903.6526765404,-8795226.06335704,450510601021,3.666666667
Society Hill town,SC,450310101004,4097464.88732088,-8889254.854242848,450310101004,5.833333333
South Congaree town,SC,450630207031,4016653.8682988104,-9032189.637018865,450630207031,5.333333333
Southern Shops CDP,SC,450830218051,4161455.529000528,-9127187.686711011,,
South Sumter CDP,SC,450850016003,4013414.617656317,-8943146.289528234,450850016003,5.5
South Union CDP,SC,450730309041,4104185.543926882,-9244968.717347382,,
Spartanburg city,SC,450830209001,4156494.5233340184,-9119954.368838245,450830209001,9.833333333
Springdale CDP,SC,450570105004,4121889.368136101,-8991979.701110447,450570105004,7.333333333
Springdale town,SC,450630206022,4023433.2066717893,-9029353.105073962,450630206022,6.5
Springfield town,SC,450750118032,3961424.6318496917,-9047991.772695443,,
Starr town,SC,450070122003,4079656.992106269,-9205601.692623248,450070122003,3.0
Startex CDP,SC,450830231043,4154405.8898070985,-9138117.81355353,,
Stateburg CDP,SC,450850002013,4025427.643098808,-8964106.6364497,450850002013,5.333333333
Stuckey town,SC,450899703004,3992898.124272246,-8851360.252423437,450899703004,5.0
Sullivan's Island town,SC,450190048001,3864940.589935032,-8886761.40896857,450190048001,7.0
Summerton town,SC,450279608014,3975414.5639298954,-8944815.859251153,450279608014,5.666666667
Summerville town,SC,450350108091,3896078.620406687,-8925519.516078064,450350108091,8.5
Summit town,SC,450630213051,4018686.965777715,-9063920.478633054,450630213051,3.333333333
Sumter city,SC,450850009021,4020862.120535198,-8949590.90880873,450850009021,7.333333333
Surfside Beach town,SC,450510512012,3976507.352580012,-8791739.536905395,450510512012,11.16666667
Swansea town,SC,450630208032,3993945.7214212534,-9028514.201391345,450630208032,1.333333333
Sycamore town,SC,450059705001,3899905.6684328155,-9041802.075048866,,
Tamassee CDP,SC,450730302012,4147561.67469651,-9241079.993575498,,
Tatum town,SC,450699604001,4115582.4364575464,-8859552.031111933,450699604001,5.166666667
Taylors CDP,SC,450450026022,4152242.575614093,-9163142.101125387,450450026022,11.33333333
Tega Cay city,SC,450910610091,4169228.9867783417,-9018059.854052477,,
The Cliffs Valley CDP,SC,450450040042,4182856.1948389364,-9176737.327896988,,
Tigerville CDP,SC,450450040012,4172724.8327838993,-9169377.328443699,450450040012,3.0
Timmonsville town,SC,450410026002,4046691.7680308507,-8898987.07204494,450410026002,8.833333333
Tradesville CDP,SC,450570101001,4132796.3459477406,-8966809.47368616,450570101001,2.833333333
Travelers Rest city,SC,450450039062,4158450.8423061734,-9177736.420326857,,
Trenton town,SC,450379704002,3994018.1438203747,-9110491.432884382,450379704002,6.166666667
Troy town,SC,450479709002,4027711.223578603,-9161359.764758294,,
Turbeville town,SC,450279601001,4013980.1094542886,-8907357.073238198,450279601001,7.666666667
Ulmer town,SC,450059705001,3908871.194213667,-9040140.297690304,,
Union city,SC,450870301002,4126412.571929351,-9086436.960716318,450870301002,4.833333333
Unity CDP,SC,450570110022,4136946.126850908,-8982567.526844384,450570110022,5.0
Utica CDP,SC,450730307014,4119942.6898489706,-9230845.279591966,450730307014,9.5
Valley Falls CDP,SC,450830218063,4164774.0166685204,-9124737.656038143,,
Vance town,SC,450750103021,3953373.4587229034,-8952335.936132202,,
Van Wyck town,SC,450570112093,4144280.189464498,-8997877.964330127,,
Varnville town,SC,450499202012,3875680.115530982,-9025809.694362523,,
Wade Hampton CDP,SC,450450018051,4147956.695691377,-9165124.589936923,450450018051,8.333333333
Wagener town,SC,450030217003,3982075.8223305396,-9057243.201616801,450030217003,4.166666667
Walhalla city,SC,450730304044,4132601.3376301127,-9245690.401606193,,
Wallace CDP,SC,450699601001,4126316.8159426386,-8887779.091753403,450699601001,4.666666667
Walterboro city,SC,450299705021,3882215.013044433,-8980837.287998984,,
Ward town,SC,450819604001,4009656.557268658,-9098290.482734967,450819604001,3.0
Ware Place CDP,SC,450450032041,4112998.0493100593,-9171036.434134481,,
Ware Shoals town,SC,450479701021,4080994.5267735855,-9155278.937573712,450479701021,5.833333333
Warrenville CDP,SC,450030211021,3968142.726402929,-9106122.365509728,450030211021,9.0
Waterloo town,SC,450599210011,4076731.3161864043,-9134567.723672643,450599210011,4.5
Watts Mills CDP,SC,450599205032,4098332.749793436,-9126587.563336145,,
Wedgefield CDP,SC,450850018011,4012814.693198578,-8962986.094455374,450850018011,3.0
Welcome CDP,SC,450450036014,4138674.888722164,-9180714.66198354,450450036014,5.333333333
Wellford city,SC,450830231031,4158168.8634381895,-9138807.103840522,,
West Columbia city,SC,450630205051,4027476.803263211,-9027938.790943434,450630205051,15.0
Westminster city,SC,450730310005,4118659.258387534,-9249609.738238044,450730310005,7.5
West Pelzer town,SC,450070103003,4115721.941565087,-9181056.746778747,450070103003,7.666666667
West Union town,SC,450730304021,4130777.313962971,-9244431.600804303,450730304021,6.333333333
White Knoll CDP,SC,450630209131,4014183.677252786,-9043177.872635579,,
Whitmire town,SC,450719503001,4096688.40706051,-9085246.955359736,450719503001,5.333333333
Whitney CDP,SC,450830214032,4161655.9337045234,-9119556.512978151,450830214032,5.0
Wilkinson Heights CDP,SC,450750107003,3960775.889376791,-8997791.357766291,450750107003,9.166666667
Williams town,SC,450299701002,3899836.752978794,-8999384.228360051,450299701002,2.333333333
Williamston town,SC,450070104041,4112236.4572749864,-9181675.126550104,,
Willington CDP,SC,450659201001,4024116.9051665156,-9178324.632516207,450659201001,5.0
Williston town,SC,450119701022,3948740.1753877574,-9063844.336101351,,
Windsor town,SC,450030219022,3959315.684596658,-9074058.233340105,,
Winnsboro town,SC,450399604013,4078403.770349505,-9027050.906684868,,
Winnsboro Mills CDP,SC,450399604021,4076672.1199980048,-9024642.064223591,,
Wisacky CDP,SC,450619203021,4048500.7581202704,-8926866.815875135,450619203021,1.0
Woodfield CDP,SC,450790113043,4036753.1062075165,-9009154.406108504,450790113043,12.33333333
Woodford town,SC,450750120001,3984403.211225871,-9029341.52784692,450750120001,5.5
Woodruff city,SC,450830236021,4129294.57381283,-9132367.605256604,,
Wyboo CDP,SC,450279607032,3970636.167180389,-8929525.904551715,450279607032,5.166666667
Yemassee town,SC,450130001002,3852682.691793023,-8999945.167274158,450130001002,5.0
York city,SC,450910616022,4163656.510235943,-9042823.542696385,450910616022,8.833333333
Zion CDP,SC,450679503004,4063610.8247145694,-8828939.282463275,450679503004,1.666666667
Aberdeen city,SD,460139514002,5694974.596430266,-10961419.196659105,460139514002,5.5
Agar town,SD,461199791001,5596326.2302267505,-11140125.495926123,461199791001,3.666666667
Agency Village CDP,SD,461099408001,5713510.462365798,-10806009.72910581,461099408001,3.333333333
Akaska town,SD,461299651002,5673786.171421975,-11145403.264304122,461299651002,5.5
Albee town,SD,460519533001,5629599.191588379,-10748289.571254082,460519533001,3.333333333
Alcester city,SD,461270201003,5316174.858320977,-10756451.071041083,461270201003,7.833333333
Alexandria city,SD,460619641002,5412059.085009776,-10884810.570248554,460619641002,6.166666667
Allen CDP,SD,460079412002,5354556.166169144,-11346407.191535506,460079412002,4.0
Alpena town,SD,460739741001,5493864.345063723,-10950315.968008403,460739741001,2.5
Altamont town,SD,460399536002,5596490.287331066,-10763498.485364221,460399536002,3.666666667
Anderson CDP,SD,460990104013,5391369.42618865,-10755042.322885092,,
Andover town,SD,460379527002,5686334.6090000225,-10898590.698694363,460379527002,4.333333333
Angostura CDP,SD,460479641001,5360642.007442975,-11509400.855996545,460479641001,6.166666667
Antelope CDP,SD,461219402002,5359225.731695657,-11202071.452967856,461219402002,4.666666667
Ardmore CDP,SD,460479641003,5314893.521424343,-11538740.109670531,460479641003,5.333333333
Arlington city,SD,460779581003,5521870.230702318,-10812887.603844473,460779581003,5.666666667
Armour city,SD,460439696003,5360705.505467347,-10947620.589177825,460439696003,10.66666667
Artas town,SD,460219641002,5762295.4884701045,-11110442.042386606,460219641002,6.666666667
Artesian town,SD,461119621003,5466664.034054486,-10900817.4224687,461119621003,3.666666667
Ashland Heights CDP,SD,461030114001,5486111.107983736,-11479679.108552195,461030114001,7.0
Ashton city,SD,461150001001,5620428.361747454,-10964870.880110132,461150001001,5.666666667
Astoria town,SD,460399536003,5552162.104351562,-10747507.106553296,460399536003,6.5
Aurora town,SD,460119586003,5509390.870049282,-10762687.745512774,460119586003,2.333333333
Aurora Center CDP,SD,460039736002,5392557.549215831,-10974929.152700758,460039736002,8.0
Avon city,SD,460099677001,5312763.830133601,-10915907.113404201,460099677001,6.166666667
Badger town,SD,460779581002,5540884.731580409,-10821130.366859753,460779581002,7.333333333
Baltic city,SD,460990101012,5428384.299229449,-10768702.226280844,460990101012,5.666666667
Bancroft town,SD,460779582002,5541487.981724902,-10881535.996107379,460779582002,4.833333333
Batesland town,SD,461029410001,5331344.222176722,-11365926.06237069,,
Bath CDP,SD,460139520005,5695686.969125777,-10945330.969891189,460139520005,3.166666667
Bath Corner CDP,SD,460139520005,5694658.903940492,-10946367.910947928,460139520005,3.166666667
Belle Fourche city,SD,460199677012,5568747.742466116,-11561546.912985785,,
Belvidere town,SD,460719611001,5439515.064633785,-11273449.287825521,460719611001,5.666666667
Beresford city,SD,461270201002,5324102.648309343,-10773525.254538955,461270201002,6.666666667
Big Stone City city,SD,460519531001,5670256.044330293,-10739281.375420108,460519531001,5.833333333
Bijou Hills CDP,SD,460159731003,5392760.830396732,-11036643.787840622,460159731003,4.166666667
Bison town,SD,461059683002,5704323.762264996,-11406653.967869772,461059683002,5.333333333
Blackhawk CDP,SD,460930203031,5488898.550607747,-11503088.595590603,,
Blucksberg Mountain CDP,SD,460930203022,5521220.945463903,-11516422.889475785,460930203022,3.333333333
Blumengard Colony CDP,SD,460499611002,5659627.190264681,-11039551.341620652,460499611002,4.333333333
Blunt city,SD,460659780002,5545635.355548359,-11130675.139074719,460659780002,3.333333333
Bonesteel city,SD,460539712001,5323776.043877224,-11014703.161483232,460539712001,5.333333333
Bon Homme Colony CDP,SD,460099676003,5291400.126010893,-10876492.109979535,460099676003,4.5
Boulder Canyon CDP,SD,460819661021,5527101.231971181,-11533212.54035519,,
Bowdle city,SD,460459622002,5692844.800657638,-11093710.945559358,460459622002,6.666666667
Box Elder city,SD,461030118001,5482626.640505784,-11474931.777547825,,
Bradley town,SD,460259558005,5635765.622374312,-10869451.597464826,460259558005,6.166666667
Brandon city,SD,460990105022,5402658.375567286,-10751655.98397516,460990105022,6.833333333
Brandt town,SD,460399536003,5569238.426611509,-10756263.163740622,460399536003,6.5
Brant Lake city,SD,460799603002,5454743.734967935,-10791704.840580404,460799603002,3.333333333
Brant Lake South CDP,SD,460799603002,5451657.909662073,-10791397.26482734,460799603002,3.333333333
Brentford town,SD,461150003001,5646619.815690552,-10945216.756093632,461150003001,5.166666667
Brentwood Colony CDP,SD,460499611002,5645923.7990699615,-11054266.776428103,460499611002,4.333333333
Bridger CDP,SD,461379416001,5549726.8318359675,-11344974.732327977,461379416001,2.833333333
Bridgewater city,SD,460879647003,5396097.9511661595,-10853470.460047051,460879647003,4.833333333
Bristol city,SD,460379527002,5675823.854018769,-10880914.610709772,460379527002,4.333333333
Britton city,SD,460919508003,5747137.450989348,-10881802.71760732,460919508003,8.166666667
Broadland town,SD,460059567001,5542183.501056631,-10947888.535192164,460059567001,4.666666667
Brookings city,SD,460119590001,5512509.111365878,-10774317.292715948,460119590001,7.666666667
Bruce city,SD,460119587001,5533442.578239917,-10785816.930073366,460119587001,4.5
Bryant city,SD,460579552002,5557189.514175287,-10850008.08992491,460579552002,6.833333333
Buffalo town,SD,460639687001,5714311.322446761,-11526404.128978783,460639687001,6.5
Buffalo Gap town,SD,460339651001,5387186.493155359,-11501005.69659837,460339651001,5.166666667
Bullhead CDP,SD,460319410002,5744012.799582376,-11252328.752156805,460319410002,1.0
Burbank CDP,SD,460279658004,5273402.150696458,-10779368.859888656,460279658004,3.666666667
Burke city,SD,460539712002,5339840.596909005,-11053168.720970921,460539712002,7.0
Bushnell town,SD,460119586002,5516250.072847545,-10758176.74578736,460119586002,3.333333333
Butler town,SD,460379527001,5662861.49713538,-10877206.669790937,460379527001,4.666666667
Cameron Colony CDP,SD,461259652004,5340601.511465435,-10827233.791900966,461259652004,2.0
Camp Crook town,SD,460639687001,5708538.942894094,-11574436.374185754,460639687001,6.5
Camrose Colony CDP,SD,461150003001,5611181.9304312505,-10933819.198709274,461150003001,5.166666667
Canistota city,SD,460879647002,5403403.704639383,-10830560.686202813,460879647002,7.5
Canova town,SD,460979616003,5447084.781116626,-10854090.954888731,460979616003,3.666666667
Canton city,SD,460830102001,5358225.732591658,-10751857.249614516,460830102001,7.333333333
Caputa CDP,SD,461030116011,5464828.61094223,-11464195.346619286,,
Carthage city,SD,460979616002,5490980.882863662,-10878171.809776116,460979616002,4.666666667
Castlewood city,SD,460579551001,5578199.84095428,-10801432.605602864,460579551001,6.166666667
Cavour town,SD,460059566002,5522775.726011953,-10913996.203025244,460059566002,3.333333333
Cedar Grove Colony CDP,SD,460159731003,5393243.564312958,-10999080.472825812,460159731003,4.166666667
Centerville city,SD,461259652002,5329726.517085905,-10793479.607222121,461259652002,6.833333333
Central City city,SD,460819666011,5522662.670439838,-11551651.166851714,,
Chamberlain city,SD,460159732002,5434345.983459204,-11057320.93797751,460159732002,7.333333333
Chancellor town,SD,461259651004,5368742.195363957,-10796573.621149229,461259651004,7.666666667
Chelsea town,SD,460499611002,5647938.590467808,-10992062.33552875,460499611002,4.333333333
Cherry Creek CDP,SD,461379416001,5559509.208096648,-11298850.16923473,461379416001,2.833333333
Chester CDP,SD,460799603002,5449916.166827183,-10789955.454782587,460799603002,3.333333333
Claire City town,SD,461099407003,5757402.010259726,-10809515.625148855,461099407003,6.333333333
Claremont town,SD,460139520004,5727849.330906162,-10911048.574228529,460139520004,3.833333333
Claremont Colony CDP,SD,460579551001,5576437.552096954,-10792562.223298494,460579551001,6.166666667
Clark city,SD,460259558003,5602792.80398479,-10879792.510242574,460259558003,4.0
Clark Colony CDP,SD,461150003002,5588735.131897853,-10907245.566464558,461150003002,3.0
Clearfield Colony CDP,SD,460239403002,5333896.9447235735,-10925125.591756282,460239403002,4.166666667
Clear Lake city,SD,460399537001,5583235.586959725,-10763508.170159921,460399537001,8.333333333
Clear Lake CDP,SD,460919508001,5733098.61679293,-10837598.193091273,460919508001,3.166666667
Cloverleaf Colony CDP,SD,460979616002,5493945.997923415,-10857917.673704242,460979616002,4.666666667
Collins Colony CDP,SD,460259558001,5550605.422938317,-10876055.292297663,460259558001,2.333333333
Colman city,SD,461019596002,5462884.948121273,-10777368.11468063,461019596002,4.5
Colome city,SD,461239716002,5351615.929616293,-11100475.497056393,461239716002,5.166666667
Colonial Pine Hills CDP,SD,461030110043,5467569.3453820115,-11500966.289498629,,
Colton city,SD,460990102003,5432616.147558815,-10790037.051969338,460990102003,6.0
Columbia city,SD,460139520004,5718837.8900705185,-10943890.384360833,460139520004,3.833333333
Conde city,SD,461150003001,5646319.396376829,-10919936.211053973,461150003001,5.166666667
Corn Creek CDP,SD,460959403001,5400021.385737211,-11266481.132979825,460959403001,1.833333333
Corona town,SD,461099504002,5674451.095208813,-10771783.883744476,461099504002,3.833333333
Corsica city,SD,460439696001,5376494.324904319,-10954666.445028095,460439696001,6.0
Cottonwood town,SD,460719611001,5460862.038496331,-11343910.629315486,460719611001,5.666666667
Cow Creek CDP,SD,461199791001,5550849.100575619,-11184042.927475413,461199791001,3.666666667
Cresbard town,SD,460499611002,5648231.169011476,-11014802.903746983,460499611002,4.333333333
Crocker CDP,SD,460259558005,5639496.438537308,-10883797.228923863,460259558005,6.166666667
Crook City CDP,SD,460819661012,5533489.6623448,-11537531.513958989,,
